CourseTitle,Section,CrsPBADiv,CrsLvlNum,PCT,NComb,CrsPBADept,Instructors,Hours,RAP,Subject_Label,Workload,CrsPBAColl,Level,NIntrFCQ,AvgInstructor,N,Instruction_Mode,AVG_GRD,Course,AvgCourse,YearTerm,Subject,Honors,Activity_Type
Nutrition for Health and Performance,001,NS,2XXX,"{u'A': 0.34, u'C': 0.19, u'B': 0.44, u'WDRAW': 0.01, u'D': 0.02, u'F': 0.01, u'DF': 0.03, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.04}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'NELSON, SUZANNE LINN', u'title': u'INSTRUCTOR'}]",3,0,Integrative Physiology,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.17'}",AS,Lower,1,4.78,"{u'ENROLL': 204, u'GRADE': 202, u'PASS': 0, u'INCOMP': 0, u'Ret': 176, u'NOCRED': 0, u'EOT': 202}",P  - In Person,3.02,2420,4.9,20137,IPHY,0,LEC - Lecture
Nutrition for Health and Performance,002,NS,2XXX,"{u'A': 0.26, u'C': 0.19, u'B': 0.47, u'WDRAW': 0.02, u'D': 0.06, u'F': 0.02, u'DF': 0.08, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.11}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'NELSON, SUZANNE LINN', u'title': u'INSTRUCTOR'}]",3,0,Integrative Physiology,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.27'}",AS,Lower,1,5.23,"{u'ENROLL': 200, u'GRADE': 196, u'PASS': 0, u'INCOMP': 0, u'Ret': 168, u'NOCRED': 0, u'EOT': 196}",P  - In Person,2.87,2420,5.35,20137,IPHY,0,LEC - Lecture
Nutrition for Health and Performance,170,NS,2XXX,"{u'A': 0.65, u'C': 0.06, u'B': 0.24, u'WDRAW': 0.11, u'D': 0.06, u'F': 0, u'DF': 0.06, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.06}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'LOUIE, DONNA FUNGHAR', u'title': u'INSTRUCTOR'}]",3,0,Integrative Physiology,"{u'Hrs_Wk': u'', u'Raw': u''}",AS,Lower,,,"{u'ENROLL': 19, u'GRADE': 17, u'PASS': 0, u'INCOMP': 0, u'Ret': u'', u'NOCRED': 0, u'EOT': 17}",P  - In Person,3.44,2420,,20137,IPHY,0,LEC - Lecture
Nutrition for Health and Performance,260,NS,2XXX,"{u'A': 0.16, u'C': 0.21, u'B': 0.53, u'WDRAW': 0, u'D': 0.11, u'F': 0, u'DF': 0.11, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.16}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'LYNCH, MARYBETH', u'title': u'INSTRUCTOR'}]",3,0,Integrative Physiology,"{u'Hrs_Wk': u'', u'Raw': u''}",AS,Lower,,,"{u'ENROLL': 19, u'GRADE': 19, u'PASS': 0, u'INCOMP': 0, u'Ret': u'', u'NOCRED': 0, u'EOT': 19}",P  - In Person,2.74,2420,,20137,IPHY,0,LEC - Lecture
Nutrition for Health and Performance,261,NS,2XXX,"{u'A': 0.16, u'C': 0.26, u'B': 0.37, u'WDRAW': 0, u'D': 0.16, u'F': 0.05, u'DF': 0.21, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.26}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'LYNCH, MARYBETH', u'title': u'INSTRUCTOR'}]",3,0,Integrative Physiology,"{u'Hrs_Wk': u'', u'Raw': u''}",AS,Lower,,,"{u'ENROLL': 19, u'GRADE': 19, u'PASS': 0, u'INCOMP': 0, u'Ret': u'', u'NOCRED': 0, u'EOT': 19}",P  - In Person,2.45,2420,,20137,IPHY,0,LEC - Lecture
Nutrition for Health and Performance,280,NS,2XXX,"{u'A': 0.33, u'C': 0.13, u'B': 0.53, u'WDRAW': 0.17, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.07}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'LOUIE, DONNA FUNGHAR', u'title': u'INSTRUCTOR'}]",3,0,Integrative Physiology,"{u'Hrs_Wk': u'', u'Raw': u''}",AS,Lower,,,"{u'ENROLL': 18, u'GRADE': 15, u'PASS': 0, u'INCOMP': 0, u'Ret': u'', u'NOCRED': 0, u'EOT': 15}",P  - In Person,3.14,2420,,20137,IPHY,0,LEC - Lecture
Nutrition for Health and Performance,281,NS,2XXX,"{u'A': 0.5, u'C': 0.22, u'B': 0.22, u'WDRAW': 0, u'D': 0.06, u'F': 0, u'DF': 0.06, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.11}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'LOUIE, DONNA FUNGHAR', u'title': u'INSTRUCTOR'}]",3,0,Integrative Physiology,"{u'Hrs_Wk': u'', u'Raw': u''}",AS,Lower,,,"{u'ENROLL': 18, u'GRADE': 18, u'PASS': 0, u'INCOMP': 0, u'Ret': u'', u'NOCRED': 0, u'EOT': 18}",P  - In Person,3.15,2420,,20137,IPHY,0,LEC - Lecture
Nutrition for Health and Performance,430,NS,2XXX,"{u'A': 0.26, u'C': 0.05, u'B': 0.63, u'WDRAW': 0.05, u'D': 0.05, u'F': 0, u'DF': 0.05, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.05}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'LOUIE, DONNA FUNGHAR', u'title': u'INSTRUCTOR'}]",3,0,Integrative Physiology,"{u'Hrs_Wk': u'', u'Raw': u''}",AS,Lower,,,"{u'ENROLL': 20, u'GRADE': 19, u'PASS': 0, u'INCOMP': 0, u'Ret': u'', u'NOCRED': 0, u'EOT': 19}",P  - In Person,3.07,2420,,20137,IPHY,0,LEC - Lecture
Nutrition for Health and Performance,888,NS,2XXX,"{u'A': 0.47, u'C': 0.07, u'B': 0.47, u'WDRAW': 0.06, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'LYNCH, MARYBETH', u'title': u'INSTRUCTOR'}]",3,0,Integrative Physiology,"{u'Hrs_Wk': u'', u'Raw': u''}",AS,Lower,,,"{u'ENROLL': 16, u'GRADE': 15, u'PASS': 0, u'INCOMP': 0, u'Ret': u'', u'NOCRED': 0, u'EOT': 15}",P  - In Person,3.44,2420,,20137,IPHY,1,LEC - Lecture
Introduction to Statistics,010,NS,2XXX,"{u'A': 0.25, u'C': 0.19, u'B': 0.48, u'WDRAW': 0.03, u'D': 0.06, u'F': 0.02, u'DF': 0.08, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.09}",1,IPHY,"[{u'group': u'1 TTT', u'name': u'EHRINGER, MARISSA A', u'title': u'ASSOCIATE PROFESSOR'}]",4,0,Integrative Physiology,"{u'Hrs_Wk': u'4-6', u'Raw': u'2.48'}",AS,Lower,1,4.52,"{u'ENROLL': 147, u'GRADE': 142, u'PASS': 0, u'INCOMP': 0, u'Ret': 99, u'NOCRED': 0, u'EOT': 142}",P  - In Person,2.93,2800,4.01,20137,IPHY,0,LEC - Lecture
Teaching in Integrative Physiology,801,NS,3XXX,"{u'A': 1, u'C': 0, u'B': 0, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'HOBBS, STEVEN L', u'title': u'INSTRUCTOR'}]",2,1,Integrative Physiology,"{u'Hrs_Wk': u'', u'Raw': u''}",AS,Upper,,,"{u'ENROLL': 28, u'GRADE': 28, u'PASS': 0, u'INCOMP': 0, u'Ret': u'', u'NOCRED': 0, u'EOT': 28}",P  - In Person,4,3010,,20137,IPHY,0,PRA - Practicum
Teaching in Integrative Physiology,802,NS,3XXX,"{u'A': 1, u'C': 0, u'B': 0, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'MADDEN, MOLLY C', u'title': u'INSTRUCTOR'}]",2,1,Integrative Physiology,"{u'Hrs_Wk': u'', u'Raw': u''}",AS,Upper,,,"{u'ENROLL': 12, u'GRADE': 12, u'PASS': 0, u'INCOMP': 0, u'Ret': u'', u'NOCRED': 0, u'EOT': 12}",P  - In Person,4,3010,,20137,IPHY,0,PRA - Practicum
Teaching in Integrative Physiology,810,NS,3XXX,"{u'A': 1, u'C': 0, u'B': 0, u'WDRAW': 0, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'NELSON, SUZANNE LINN', u'title': u'INSTRUCTOR'}]",2,1,Integrative Physiology,"{u'Hrs_Wk': u'', u'Raw': u''}",AS,Upper,,,"{u'ENROLL': 18, u'GRADE': 18, u'PASS': 0, u'INCOMP': 0, u'Ret': u'', u'NOCRED': 0, u'EOT': 18}",P  - In Person,4,3010,,20137,IPHY,0,PRA - Practicum
Cell Physiology,010,NS,3XXX,"{u'A': 0.27, u'C': 0.23, u'B': 0.45, u'WDRAW': 0.03, u'D': 0.05, u'F': 0, u'DF': 0.05, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.05}",1,IPHY,"[{u'group': u'1 TTT', u'name': u'LINK, CHRISTOPHER D', u'title': u'ASSOCIATE PROFESSOR'}]",4,0,Integrative Physiology,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.93'}",AS,Upper,1,5.51,"{u'ENROLL': 58, u'GRADE': 56, u'PASS': 0, u'INCOMP': 0, u'Ret': 45, u'NOCRED': 0, u'EOT': 56}",P  - In Person,2.92,3060,5.13,20137,IPHY,0,LEC - Lecture
Introduction to Human Anatomy,001,NS,3XXX,"{u'A': 0.2, u'C': 0.27, u'B': 0.36, u'WDRAW': 0.06, u'D': 0.12, u'F': 0.05, u'DF': 0.17, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.26}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'SAUL, LEIF J', u'title': u'SENIOR INSTRUCTOR'}]",3,0,Integrative Physiology,"{u'Hrs_Wk': u'7-9', u'Raw': u'3.20'}",AS,Upper,1,5.26,"{u'ENROLL': 203, u'GRADE': 191, u'PASS': 0, u'INCOMP': 0, u'Ret': 119, u'NOCRED': 0, u'EOT': 191}",P  - In Person,2.52,3410,5.14,20137,IPHY,0,LEC - Lecture
Introduction to Human Anatomy,002,NS,3XXX,"{u'A': 0.17, u'C': 0.3, u'B': 0.36, u'WDRAW': 0.04, u'D': 0.11, u'F': 0.07, u'DF': 0.17, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.28}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'HEISLER, RUTH E', u'title': u'SENIOR INSTRUCTOR'}]",3,0,Integrative Physiology,"{u'Hrs_Wk': u'7-9', u'Raw': u'2.93'}",AS,Upper,1,4.67,"{u'ENROLL': 223, u'GRADE': 213, u'PASS': 0, u'INCOMP': 0, u'Ret': 101, u'NOCRED': 0, u'EOT': 213}",P  - In Person,2.46,3410,4.7,20137,IPHY,0,LEC - Lecture
Introduction to Human Anatomy,190,NS,3XXX,"{u'A': 0.17, u'C': 0.17, u'B': 0.42, u'WDRAW': 0, u'D': 0.17, u'F': 0.08, u'DF': 0.25, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.42}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'HEISLER, RUTH E', u'title': u'SENIOR INSTRUCTOR'}]",3,0,Integrative Physiology,"{u'Hrs_Wk': u'', u'Raw': u''}",AS,Upper,,,"{u'ENROLL': 12, u'GRADE': 12, u'PASS': 0, u'INCOMP': 0, u'Ret': u'', u'NOCRED': 0, u'EOT': 12}",P  - In Person,2.27,3410,,20137,IPHY,0,LEC - Lecture
Human Anatomy Laboratory,001,NS,3XXX,"{u'A': 0.07, u'C': 0.14, u'B': 0.64, u'WDRAW': 0.13, u'D': 0, u'F': 0.14, u'DF': 0.14, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.21}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'HOBBS, STEVEN L', u'title': u'INSTRUCTOR'}]",2,0,Integrative Physiology,"{u'Hrs_Wk': u'10-12', u'Raw': u'4.00'}",AS,Upper,1,5.85,"{u'ENROLL': 16, u'GRADE': 14, u'PASS': 0, u'INCOMP': 0, u'Ret': 13, u'NOCRED': 0, u'EOT': 14}",P  - In Person,2.41,3415,5.08,20137,IPHY,0,MLS - Main Lab
Human Anatomy Laboratory,002,NS,3XXX,"{u'A': 0.29, u'C': 0.36, u'B': 0.36, u'WDRAW': 0.13, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.14}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'HOBBS, STEVEN L', u'title': u'INSTRUCTOR'}]",2,0,Integrative Physiology,"{u'Hrs_Wk': u'10-12', u'Raw': u'4.00'}",AS,Upper,1,4.7,"{u'ENROLL': 16, u'GRADE': 14, u'PASS': 0, u'INCOMP': 0, u'Ret': 10, u'NOCRED': 0, u'EOT': 14}",P  - In Person,2.91,3415,4.8,20137,IPHY,0,MLS - Main Lab
Human Anatomy Laboratory,003,NS,3XXX,"{u'A': 0.21, u'C': 0.36, u'B': 0.29, u'WDRAW': 0.12, u'D': 0.07, u'F': 0.07, u'DF': 0.14, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.29}",2,IPHY,"[{u'group': u'2 Other reg', u'name': u'HOBBS, STEVEN L', u'title': u'INSTRUCTOR'}]",2,0,Integrative Physiology,"{u'Hrs_Wk': u'10-12', u'Raw': u'3.50'}",AS,Upper,1,5.25,"{u'ENROLL': 16, u'GRADE': 14, u'PASS': 0, u'INCOMP': 0, u'Ret': 13, u'NOCRED': 0, u'EOT': 14}",P  - In Person,2.35,3415,5.25,20137,IPHY,0,MLS - Main Lab
Human Anatomy Laboratory,004,NS,3XXX,"{u'A': 0.08, u'C': 0.38, u'B': 0.54, u'WDRAW': 0.19, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.08}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'HOBBS, STEVEN L', u'title': u'INSTRUCTOR'}]",2,0,Integrative Physiology,"{u'Hrs_Wk': u'10-12', u'Raw': u'4.00'}",AS,Upper,1,5.5,"{u'ENROLL': 16, u'GRADE': 13, u'PASS': 0, u'INCOMP': 0, u'Ret': 12, u'NOCRED': 0, u'EOT': 13}",P  - In Person,2.85,3415,5.33,20137,IPHY,0,MLS - Main Lab
Human Anatomy Laboratory,005,NS,3XXX,"{u'A': 0.4, u'C': 0.13, u'B': 0.4, u'WDRAW': 0.06, u'D': 0.07, u'F': 0, u'DF': 0.07, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.07}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'HOBBS, STEVEN L', u'title': u'INSTRUCTOR'}]",2,0,Integrative Physiology,"{u'Hrs_Wk': u'10-12', u'Raw': u'4.00'}",AS,Upper,1,5.86,"{u'ENROLL': 16, u'GRADE': 15, u'PASS': 0, u'INCOMP': 0, u'Ret': 14, u'NOCRED': 0, u'EOT': 15}",P  - In Person,3.03,3415,5.36,20137,IPHY,0,MLS - Main Lab
Human Anatomy Laboratory,006,NS,3XXX,"{u'A': 0.13, u'C': 0.33, u'B': 0.4, u'WDRAW': 0.06, u'D': 0.07, u'F': 0.07, u'DF': 0.13, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.2}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'HOBBS, STEVEN L', u'title': u'INSTRUCTOR'}]",2,0,Integrative Physiology,"{u'Hrs_Wk': u'10-12', u'Raw': u'4.00'}",AS,Upper,1,5.6,"{u'ENROLL': 16, u'GRADE': 15, u'PASS': 0, u'INCOMP': 0, u'Ret': 5, u'NOCRED': 0, u'EOT': 15}",P  - In Person,2.55,3415,4.6,20137,IPHY,0,MLS - Main Lab
Human Anatomy Laboratory,007,NS,3XXX,"{u'A': 0.29, u'C': 0.29, u'B': 0.29, u'WDRAW': 0.13, u'D': 0.07, u'F': 0.07, u'DF': 0.14, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.21}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'HOBBS, STEVEN L', u'title': u'INSTRUCTOR'}]",2,0,Integrative Physiology,"{u'Hrs_Wk': u'10-12', u'Raw': u'3.83'}",AS,Upper,1,5.75,"{u'ENROLL': 16, u'GRADE': 14, u'PASS': 0, u'INCOMP': 0, u'Ret': 12, u'NOCRED': 0, u'EOT': 14}",P  - In Person,2.66,3415,4.92,20137,IPHY,0,MLS - Main Lab
Human Anatomy Laboratory,008,NS,3XXX,"{u'A': 0.53, u'C': 0.07, u'B': 0.33, u'WDRAW': 0.06, u'D': 0.07, u'F': 0, u'DF': 0.07, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.07}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'HOBBS, STEVEN L', u'title': u'INSTRUCTOR'}]",2,0,Integrative Physiology,"{u'Hrs_Wk': u'10-12', u'Raw': u'4.07'}",AS,Upper,1,5.87,"{u'ENROLL': 16, u'GRADE': 15, u'PASS': 0, u'INCOMP': 0, u'Ret': 15, u'NOCRED': 0, u'EOT': 15}",P  - In Person,3.27,3415,5.13,20137,IPHY,0,MLS - Main Lab
Human Anatomy Laboratory,009,NS,3XXX,"{u'A': 0.31, u'C': 0.25, u'B': 0.37, u'WDRAW': 0, u'D': 0, u'F': 0.06, u'DF': 0.06, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.06}",2,IPHY,"[{u'group': u'2 Other reg', u'name': u'HOBBS, STEVEN L', u'title': u'INSTRUCTOR'}]",2,0,Integrative Physiology,"{u'Hrs_Wk': u'10-12', u'Raw': u'4.14'}",AS,Upper,1,5.53,"{u'ENROLL': 16, u'GRADE': 16, u'PASS': 0, u'INCOMP': 0, u'Ret': 15, u'NOCRED': 0, u'EOT': 16}",P  - In Person,2.89,3415,5.33,20137,IPHY,0,MLS - Main Lab
Human Anatomy Laboratory,010,NS,3XXX,"{u'A': 0.4, u'C': 0.07, u'B': 0.53, u'WDRAW': 0.06, u'D': 0, u'F': 0, u'DF': 0, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'HOBBS, STEVEN L', u'title': u'INSTRUCTOR'}]",2,0,Integrative Physiology,"{u'Hrs_Wk': u'10-12', u'Raw': u'4.33'}",AS,Upper,1,5.87,"{u'ENROLL': 16, u'GRADE': 15, u'PASS': 0, u'INCOMP': 0, u'Ret': 15, u'NOCRED': 0, u'EOT': 15}",P  - In Person,3.37,3415,5.4,20137,IPHY,0,MLS - Main Lab
Human Anatomy Laboratory,011,NS,3XXX,"{u'A': 0.06, u'C': 0.44, u'B': 0.38, u'WDRAW': 0, u'D': 0.13, u'F': 0, u'DF': 0.13, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.31}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'HOBBS, STEVEN L', u'title': u'INSTRUCTOR'}]",2,0,Integrative Physiology,"{u'Hrs_Wk': u'10-12', u'Raw': u'4.11'}",AS,Upper,1,5.89,"{u'ENROLL': 16, u'GRADE': 16, u'PASS': 0, u'INCOMP': 0, u'Ret': 9, u'NOCRED': 0, u'EOT': 16}",P  - In Person,2.36,3415,5.44,20137,IPHY,0,MLS - Main Lab
Human Anatomy Laboratory,012,NS,3XXX,"{u'A': 0.2, u'C': 0.27, u'B': 0.47, u'WDRAW': 0.06, u'D': 0.07, u'F': 0, u'DF': 0.07, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.27}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'HOBBS, STEVEN L', u'title': u'INSTRUCTOR'}]",2,0,Integrative Physiology,"{u'Hrs_Wk': u'7-9', u'Raw': u'3.23'}",AS,Upper,1,4.86,"{u'ENROLL': 16, u'GRADE': 15, u'PASS': 0, u'INCOMP': 0, u'Ret': 14, u'NOCRED': 0, u'EOT': 15}",P  - In Person,2.76,3415,4.79,20137,IPHY,0,MLS - Main Lab
Human Anatomy Laboratory,013,NS,3XXX,"{u'A': 0.13, u'C': 0.25, u'B': 0.56, u'WDRAW': 0, u'D': 0, u'F': 0.06, u'DF': 0.06, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.19}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'HOBBS, STEVEN L', u'title': u'INSTRUCTOR'}]",2,0,Integrative Physiology,"{u'Hrs_Wk': u'10-12', u'Raw': u'4.22'}",AS,Upper,1,4.55,"{u'ENROLL': 16, u'GRADE': 16, u'PASS': 0, u'INCOMP': 0, u'Ret': 9, u'NOCRED': 0, u'EOT': 16}",P  - In Person,2.65,3415,4.67,20137,IPHY,0,MLS - Main Lab
Human Anatomy Laboratory,014,NS,3XXX,"{u'A': 0, u'C': 0.36, u'B': 0.43, u'WDRAW': 0.13, u'D': 0.14, u'F': 0.07, u'DF': 0.21, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.43}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'HOBBS, STEVEN L', u'title': u'INSTRUCTOR'}]",2,0,Integrative Physiology,"{u'Hrs_Wk': u'10-12', u'Raw': u'3.75'}",AS,Upper,1,5.67,"{u'ENROLL': 16, u'GRADE': 14, u'PASS': 0, u'INCOMP': 0, u'Ret': 9, u'NOCRED': 0, u'EOT': 14}",P  - In Person,2.19,3415,5.11,20137,IPHY,0,MLS - Main Lab
Human Anatomy Laboratory,015,NS,3XXX,"{u'A': 0.07, u'C': 0.73, u'B': 0.13, u'WDRAW': 0.06, u'D': 0.07, u'F': 0, u'DF': 0.07, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.33}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'HOBBS, STEVEN L', u'title': u'INSTRUCTOR'}]",2,0,Integrative Physiology,"{u'Hrs_Wk': u'10-12', u'Raw': u'3.67'}",AS,Upper,1,4.8,"{u'ENROLL': 16, u'GRADE': 15, u'PASS': 0, u'INCOMP': 0, u'Ret': 5, u'NOCRED': 0, u'EOT': 15}",P  - In Person,2.24,3415,5.4,20137,IPHY,0,MLS - Main Lab
Human Anatomy Laboratory,016,NS,3XXX,"{u'A': 0.13, u'C': 0.31, u'B': 0.44, u'WDRAW': 0, u'D': 0.06, u'F': 0.06, u'DF': 0.13, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.13}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'HOBBS, STEVEN L', u'title': u'INSTRUCTOR'}, {u'group': u'2 Other reg', u'name': u'BUSTAMANTE, HEIDI MARGARITA', u'title': u'INSTRUCTOR'}]",2,0,Integrative Physiology,"{u'Hrs_Wk': u'10-12', u'Raw': u'3.79'}",AS,Upper,1,5.86,"{u'ENROLL': 16, u'GRADE': 16, u'PASS': 0, u'INCOMP': 0, u'Ret': 14, u'NOCRED': 0, u'EOT': 16}",P  - In Person,2.48,3415,4.93,20137,IPHY,0,MLS - Main Lab
Human Anatomy Laboratory,017,NS,3XXX,"{u'A': 0, u'C': 0.31, u'B': 0.5, u'WDRAW': 0, u'D': 0.13, u'F': 0.06, u'DF': 0.19, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.31}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'HOBBS, STEVEN L', u'title': u'INSTRUCTOR'}]",2,0,Integrative Physiology,"{u'Hrs_Wk': u'10-12', u'Raw': u'4.00'}",AS,Upper,1,5.2,"{u'ENROLL': 16, u'GRADE': 16, u'PASS': 0, u'INCOMP': 0, u'Ret': 5, u'NOCRED': 0, u'EOT': 16}",P  - In Person,2.23,3415,5.4,20137,IPHY,0,MLS - Main Lab
Human Anatomy Laboratory,018,NS,3XXX,"{u'A': 0.27, u'C': 0.27, u'B': 0.33, u'WDRAW': 0.06, u'D': 0.07, u'F': 0.07, u'DF': 0.13, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.2}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'HOBBS, STEVEN L', u'title': u'INSTRUCTOR'}]",2,0,Integrative Physiology,"{u'Hrs_Wk': u'7-9', u'Raw': u'3.25'}",AS,Upper,1,5.88,"{u'ENROLL': 16, u'GRADE': 15, u'PASS': 0, u'INCOMP': 0, u'Ret': 8, u'NOCRED': 0, u'EOT': 15}",P  - In Person,2.63,3415,5.38,20137,IPHY,0,MLS - Main Lab
Human Anatomy Laboratory,019,NS,3XXX,"{u'A': 0.36, u'C': 0.07, u'B': 0.43, u'WDRAW': 0.13, u'D': 0.14, u'F': 0, u'DF': 0.14, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.21}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'HOBBS, STEVEN L', u'title': u'INSTRUCTOR'}]",2,0,Integrative Physiology,"{u'Hrs_Wk': u'10-12', u'Raw': u'3.50'}",AS,Upper,1,6,"{u'ENROLL': 16, u'GRADE': 14, u'PASS': 0, u'INCOMP': 0, u'Ret': 10, u'NOCRED': 0, u'EOT': 14}",P  - In Person,2.98,3415,5.6,20137,IPHY,0,MLS - Main Lab
Human Anatomy Laboratory,020,NS,3XXX,"{u'A': 0.14, u'C': 0.36, u'B': 0.36, u'WDRAW': 0.07, u'D': 0.14, u'F': 0, u'DF': 0.14, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.21}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'HOBBS, STEVEN L', u'title': u'INSTRUCTOR'}]",2,0,Integrative Physiology,"{u'Hrs_Wk': u'10-12', u'Raw': u'4.00'}",AS,Upper,1,5.36,"{u'ENROLL': 15, u'GRADE': 14, u'PASS': 0, u'INCOMP': 0, u'Ret': 11, u'NOCRED': 0, u'EOT': 14}",P  - In Person,2.48,3415,5.09,20137,IPHY,0,MLS - Main Lab
Human Anatomy Laboratory,021,NS,3XXX,"{u'A': 0.13, u'C': 0.2, u'B': 0.6, u'WDRAW': 0.06, u'D': 0, u'F': 0.07, u'DF': 0.07, u'INCOMP': 0, u'GRADE': 1, u'C_MINUS_OR_BELOW': 0.13}",1,IPHY,"[{u'group': u'2 Other reg', u'name': u'HOBBS, STEVEN L', u'title': u'INSTRUCTOR'}]",2,0,Integrative Physiology,"{u'Hrs_Wk': u'10-12', u'Raw': u'3.93'}",AS,Upper,1,5.64,"{u'ENROLL': 16, u'GRADE': 15, u'PASS': 0, u'INCOMP': 0, u'Ret': 14, u'NOCRED': 0, u'EOT': 15}",P  - In Person,2.69,3415,5,20137,IPHY,0,MLS - Main Lab
